"Time","DataCount (samples)","Interval (s)","ActivityCode (0=sedentary, 1= standing, 2=stepping)","CumulativeStepCount","Activity Score (MET.h)"
41820.5040219907,30145,.8,2,1372,1.033333E-03
41820.50403125,30153,.8,2,1373,1.033333E-03
41820.5040405093,30161,.9,2,1374,1.072222E-03
41820.5040509259,30170,.8,2,1375,1.033333E-03
41820.5040601852,30178,.8,2,1376,1.033333E-03
41820.5040694444,30186,.9,2,1377,1.072222E-03
41820.5040798611,30195,.8,2,1378,1.033333E-03
41820.5040891204,30203,.8,2,1379,1.033333E-03
41820.5040983796,30211,.8,2,1380,1.033333E-03
41820.5041076389,30219,.8,2,1381,1.033333E-03
41820.5041168981,30227,.9,2,1382,1.072222E-03
41820.5041273148,30236,.8,2,1383,1.033333E-03
41820.5041365741,30244,.9,2,1384,1.072222E-03
41820.5041469907,30253,.8,2,1385,1.033333E-03
41820.50415625,30261,.8,2,1386,1.033333E-03
41820.5041655093,30269,.9,2,1387,1.072222E-03
41820.5041759259,30278,.8,2,1388,1.033333E-03
41820.5041851852,30286,.9,2,1389,1.072222E-03
41820.5041956019,30295,.9,2,1390,1.072222E-03
41820.5042060185,30304,.8,2,1391,1.033333E-03
41820.5042152778,30312,.9,2,1392,1.072222E-03
41820.5042256944,30321,.8,2,1393,1.033333E-03
41820.5042349537,30329,.9,2,1394,1.072222E-03
41820.5042453704,30338,.8,2,1395,1.033333E-03
41820.5042546296,30346,.8,2,1396,1.033333E-03
41820.5042638889,30354,.8,2,1397,1.033333E-03
41820.5042731482,30362,.9,2,1398,1.072222E-03
41820.5042835648,30371,.8,2,1399,1.033333E-03
41820.5042928241,30379,.8,2,1400,1.033333E-03
41820.5043020833,30387,.9,2,1401,1.072222E-03
41820.5043125,30396,.8,2,1402,1.033333E-03
41820.5043217593,30404,.9,2,1403,1.072222E-03
41820.5043321759,30413,.9,2,1404,1.072222E-03
41820.5043425926,30422,.8,2,1405,1.033333E-03
41820.5043518519,30430,.8,2,1406,1.033333E-03
41820.5043611111,30438,.9,2,1407,1.072222E-03
41820.5043715278,30447,.8,2,1408,1.033333E-03
41820.504380787,30455,.8,2,1409,1.033333E-03
41820.5043900463,30463,.8,2,1410,1.033333E-03
41820.5043993056,30471,.9,2,1411,1.072222E-03
41820.5044097222,30480,.8,2,1412,1.033333E-03
41820.5044189815,30488,.8,2,1413,1.033333E-03
41820.5044282407,30496,.8,2,1414,1.033333E-03
41820.5044375,30504,.9,2,1415,1.072222E-03
41820.5044479167,30513,.8,2,1416,1.033333E-03
41820.5044571759,30521,.8,2,1417,1.033333E-03
41820.5044664352,30529,.8,2,1418,1.033333E-03
41820.5044756944,30537,.9,2,1419,1.072222E-03
41820.5044861111,30546,.7,2,1420,9.944445E-04
41820.504494213,30553,.9,2,1421,1.072222E-03
41820.5045046296,30562,.8,2,1422,1.033333E-03
41820.5045138889,30570,.8,2,1423,1.033333E-03
41820.5045231481,30578,.8,2,1424,1.033333E-03
41820.5045324074,30586,.8,2,1425,1.033333E-03
41820.5045416667,30594,.9,2,1426,1.072222E-03
41820.5045520833,30603,.8,2,1427,1.033333E-03
41820.5045613426,30611,.9,2,1428,1.072222E-03
41820.5045717593,30620,.8,2,1429,1.033333E-03
41820.5045810185,30628,.9,2,1430,1.072222E-03
41820.5045914352,30637,.8,2,1431,1.033333E-03
41820.5046006944,30645,.8,2,1432,1.033333E-03
41820.5046099537,30653,.9,2,1433,1.072222E-03
41820.5046203704,30662,.9,2,1434,1.072222E-03
41820.504630787,30671,.8,2,1435,1.033333E-03
41820.5046400463,30679,.9,2,1436,1.072222E-03
41820.504650463,30688,.8,2,1437,1.033333E-03
41820.5046597222,30696,.8,2,1438,1.033333E-03
41820.5046689815,30704,.9,2,1439,1.072222E-03
41820.5046793982,30713,.8,2,1440,1.033333E-03
41820.5046886574,30721,.8,2,1441,1.033333E-03
41820.5046979167,30729,.9,2,1442,1.072222E-03
41820.5047083333,30738,.9,2,1443,1.072222E-03
41820.50471875,30747,.8,2,1444,1.033333E-03
41820.5047280093,30755,.9,2,1445,1.072222E-03
41820.5047384259,30764,.8,2,1446,1.033333E-03
41820.5047476852,30772,.9,2,1447,1.072222E-03
41820.5047581019,30781,.8,2,1448,1.033333E-03
41820.5047673611,30789,.8,2,1449,1.033333E-03
41820.5047766204,30797,.8,2,1450,1.033333E-03
41820.5047858796,30805,.8,2,1451,1.033333E-03
41820.5047951389,30813,.9,2,1452,1.072222E-03
41820.5048055556,30822,.9,2,1453,1.072222E-03
41820.5048159722,30831,.8,2,1454,1.033333E-03
41820.5048252315,30839,.9,2,1455,1.072222E-03
41820.5048356481,30848,.8,2,1456,1.033333E-03
41820.5048449074,30856,.8,2,1457,1.033333E-03
41820.5048541667,30864,.9,2,1458,1.072222E-03
41820.5048645833,30873,.8,2,1459,1.033333E-03
41820.5048738426,30881,.9,2,1460,1.072222E-03
41820.5048842593,30890,.8,2,1461,1.033333E-03
41820.5048935185,30898,.9,2,1462,1.072222E-03
41820.5049039352,30907,.8,2,1463,1.033333E-03
41820.5049131944,30915,.9,2,1464,1.072222E-03
41820.5049236111,30924,.8,2,1465,1.033333E-03
41820.5049328704,30932,.9,2,1466,1.072222E-03
41820.504943287,30941,.8,2,1467,1.033333E-03
41820.5049525463,30949,.9,2,1468,1.072222E-03
41820.504962963,30958,.8,2,1469,1.033333E-03
41820.5049722222,30966,.9,2,1470,1.072222E-03
41820.5049826389,30975,.8,2,1471,1.033333E-03
41820.5049918982,30983,.9,2,1472,1.072222E-03
41820.5050023148,30992,.8,2,1473,1.033333E-03
41820.5050115741,31000,.8,2,1474,1.033333E-03
41820.5050208333,31008,.9,2,1475,1.072222E-03
41820.50503125,31017,.9,2,1476,1.072222E-03
41820.5050416667,31026,.7,2,1477,9.944445E-04
41820.5050497685,31033,.9,2,1478,1.072222E-03
41820.5050601852,31042,.8,2,1479,1.033333E-03
41820.5050694444,31050,.7,2,1480,9.944445E-04
41820.5050775463,31057,.9,2,1481,1.072222E-03
41820.505087963,31066,.8,2,1482,1.033333E-03
41820.5050972222,31074,.8,2,1483,1.033333E-03
41820.5051064815,31082,.8,2,1484,1.033333E-03
41820.5051157407,31090,.8,2,1485,1.033333E-03
41820.505125,31098,.8,2,1486,1.033333E-03
41820.5051342593,31106,.8,2,1487,1.033333E-03
41820.5051435185,31114,.8,2,1488,1.033333E-03
41820.5051527778,31122,.8,2,1489,1.033333E-03
41820.505162037,31130,.8,2,1490,1.033333E-03
41820.5051712963,31138,.9,2,1491,1.072222E-03
41820.505181713,31147,.8,2,1492,1.033333E-03
41820.5051909722,31155,.8,2,1493,1.033333E-03
41820.5052002315,31163,.8,2,1494,1.033333E-03
41820.5052094907,31171,.8,2,1495,1.033333E-03
41820.50521875,31179,.8,2,1496,1.033333E-03
41820.5052280093,31187,.8,2,1497,1.033333E-03
41820.5052372685,31195,.9,2,1498,1.072222E-03
41820.5052476852,31204,.8,2,1499,1.033333E-03
41820.5052569444,31212,.8,2,1500,1.033333E-03
41820.5052662037,31220,.9,2,1501,1.072222E-03
41820.5052766204,31229,.8,2,1502,1.033333E-03
41820.5052858796,31237,.8,2,1503,1.033333E-03
41820.5052951389,31245,.8,2,1504,1.033333E-03
41820.5053043982,31253,.9,2,1505,1.072222E-03
41820.5053148148,31262,.8,2,1506,1.033333E-03
41820.5053240741,31270,.8,2,1507,1.033333E-03
41820.5053333333,31278,4.3,2,1508,2.394445E-03
41820.5053831019,31321,1.2,2,1509,1.188889E-03
41820.5053969907,31333,1.7,2,1510,1.383333E-03
41820.5054166667,31350,2,2,1511,.0015
41820.5054398148,31370,1.8,2,1512,1.422222E-03
41820.5054606482,31388,.8,2,1513,1.033333E-03
41820.5054699074,31396,1,2,1514,1.111111E-03
41820.5054814815,31406,1.3,2,1515,1.227778E-03
41820.5054965278,31419,.8,2,1516,1.033333E-03
41820.505505787,31427,1.1,2,1517,.00115
41820.5055185185,31438,1,2,1518,1.111111E-03
41820.5055300926,31448,3.1,2,1519,1.927778E-03
41820.5055659722,31479,3.3,2,1520,2.005555E-03
41820.5056041667,31512,10.1,1,1520,3.927778E-03
41820.5057210648,31613,1,2,1521,1.111111E-03
41820.5057326389,31623,2.7,2,1522,1.772222E-03
41820.5057638889,31650,2.3,2,1523,1.616667E-03
41820.5057905093,31673,2.1,2,1524,1.538889E-03
41820.5058148148,31694,2.5,2,1525,1.694444E-03
41820.50584375,31719,2.2,2,1526,1.577778E-03
41820.505869213,31741,2.4,2,1527,1.655556E-03
41820.5058969907,31765,2.1,2,1528,1.538889E-03
41820.5059212963,31786,2.2,2,1529,1.577778E-03
41820.5059467593,31808,2.4,2,1530,1.655556E-03
41820.505974537,31832,2.1,2,1531,1.538889E-03
41820.5059988426,31853,2.4,2,1532,1.655556E-03
41820.5060266204,31877,1.9,2,1533,1.461111E-03
41820.5060486111,31896,2.2,2,1534,1.577778E-03
41820.5060740741,31918,2.1,2,1535,1.538889E-03
41820.5060983796,31939,1.6,2,1536,1.344444E-03
41820.5061168981,31955,1.5,2,1537,1.305556E-03
41820.5061342593,31970,1.5,2,1538,1.305556E-03
41820.5061516204,31985,1.8,2,1539,1.422222E-03
41820.5061724537,32003,1.7,2,1540,1.383333E-03
41820.5061921296,32020,1.8,2,1541,1.422222E-03
41820.506212963,32038,1.8,2,1542,1.422222E-03
41820.5062337963,32056,1.8,2,1543,1.422222E-03
41820.5062546296,32074,1.8,2,1544,1.422222E-03
41820.506275463,32092,1.7,2,1545,1.383333E-03
41820.5062951389,32109,1.8,2,1546,1.422222E-03
41820.5063159722,32127,1.7,2,1547,1.383333E-03
41820.5063356481,32144,1.8,2,1548,1.422222E-03
41820.5063564815,32162,1.7,2,1549,1.383333E-03
41820.5063761574,32179,1.9,2,1550,1.461111E-03
41820.5063981482,32198,1.9,2,1551,1.461111E-03
41820.5064201389,32217,1.8,2,1552,1.422222E-03
41820.5064409722,32235,1.9,2,1553,1.461111E-03
41820.506462963,32254,1.8,2,1554,1.422222E-03
41820.5064837963,32272,1.9,2,1555,1.461111E-03
41820.506505787,32291,1.3,2,1556,1.227778E-03
41820.5065208333,32304,1.5,2,1557,1.305556E-03
41820.5065381944,32319,1.6,2,1558,1.344444E-03
41820.506556713,32335,1.7,2,1559,1.383333E-03
41820.5065763889,32352,1.8,2,1560,1.422222E-03
41820.5065972222,32370,1.8,2,1561,1.422222E-03
41820.5066180556,32388,1.8,2,1562,1.422222E-03
41820.5066388889,32406,1.7,2,1563,1.383333E-03
41820.5066585648,32423,1.7,2,1564,1.383333E-03
41820.5066782407,32440,1.9,2,1565,1.461111E-03
41820.5067002315,32459,1.7,2,1566,1.383333E-03
41820.5067199074,32476,1.8,2,1567,1.422222E-03
41820.5067407407,32494,1.8,2,1568,1.422222E-03
41820.5067615741,32512,1.7,2,1569,1.383333E-03
41820.50678125,32529,1.7,2,1570,1.383333E-03
41820.5068009259,32546,1.6,2,1571,1.344444E-03
41820.5068194444,32562,1.9,2,1572,1.461111E-03
41820.5068414352,32581,1.8,2,1573,1.422222E-03
41820.5068622685,32599,1.8,2,1574,1.422222E-03
41820.5068831019,32617,1.8,2,1575,1.422222E-03
41820.5069039352,32635,1.7,2,1576,1.383333E-03
41820.5069236111,32652,1.8,2,1577,1.422222E-03
41820.5069444444,32670,1.6,2,1578,1.344444E-03
41820.506962963,32686,1.9,2,1579,1.461111E-03
41820.5069849537,32705,1.8,2,1580,1.422222E-03
41820.507005787,32723,1.6,2,1581,1.344444E-03
41820.5070243056,32739,1.9,2,1582,1.461111E-03
41820.5070462963,32758,1.7,2,1583,1.383333E-03
41820.5070659722,32775,1.8,2,1584,1.422222E-03
41820.5070868056,32793,1.8,2,1585,1.422222E-03
41820.5071076389,32811,1.8,2,1586,1.422222E-03
41820.5071284722,32829,1.8,2,1587,1.422222E-03
41820.5071493056,32847,1.8,2,1588,1.422222E-03
41820.5071701389,32865,1.8,2,1589,1.422222E-03
41820.5071909722,32883,1.8,2,1590,1.422222E-03
41820.5072118056,32901,1.8,2,1591,1.422222E-03
41820.5072326389,32919,1.7,2,1592,1.383333E-03
41820.5072523148,32936,1.9,2,1593,1.461111E-03
41820.5072743056,32955,1.8,2,1594,1.422222E-03
41820.5072951389,32973,1.9,2,1595,1.461111E-03
41820.5073171296,32992,1.8,2,1596,1.422222E-03
41820.507337963,33010,1.8,2,1597,1.422222E-03
41820.5073587963,33028,1.7,2,1598,1.383333E-03
41820.5073784722,33045,1.8,2,1599,1.422222E-03
41820.5073993056,33063,1.8,2,1600,1.422222E-03
41820.5074201389,33081,1.6,2,1601,1.344444E-03
41820.5074386574,33097,1.8,2,1602,1.422222E-03
41820.5074594907,33115,1.8,2,1603,1.422222E-03
41820.5074803241,33133,1.8,2,1604,1.422222E-03
41820.5075011574,33151,1.7,2,1605,1.383333E-03
41820.5075208333,33168,1.8,2,1606,1.422222E-03
41820.5075416667,33186,1.8,2,1607,1.422222E-03
41820.5075625,33204,1.7,2,1608,1.383333E-03
41820.5075821759,33221,1.8,2,1609,1.422222E-03
41820.5076030093,33239,1.7,2,1610,1.383333E-03
41820.5076226852,33256,1.7,2,1611,1.383333E-03
41820.5076423611,33273,1.7,2,1612,1.383333E-03
41820.507662037,33290,1.9,2,1613,1.461111E-03
41820.5076840278,33309,1.8,2,1614,1.422222E-03
41820.5077048611,33327,1.7,2,1615,1.383333E-03
41820.507724537,33344,1.7,2,1616,1.383333E-03
41820.507744213,33361,1.8,2,1617,1.422222E-03
41820.5077650463,33379,1.6,2,1618,1.344444E-03
41820.5077835648,33395,1.8,2,1619,1.422222E-03
41820.5078043981,33413,1.7,2,1620,1.383333E-03
41820.5078240741,33430,1.8,2,1621,1.422222E-03
41820.5078449074,33448,1.7,2,1622,1.383333E-03
41820.5078645833,33465,1.9,2,1623,1.461111E-03
41820.5078865741,33484,1.7,2,1624,1.383333E-03
41820.50790625,33501,1.7,2,1625,1.383333E-03
41820.5079259259,33518,1.8,2,1626,1.422222E-03
41820.5079467593,33536,1.8,2,1627,1.422222E-03
41820.5079675926,33554,1.7,2,1628,1.383333E-03
41820.5079872685,33571,1.8,2,1629,1.422222E-03
41820.5080081019,33589,1.7,2,1630,1.383333E-03
41820.5080277778,33606,1.9,2,1631,1.461111E-03
41820.5080497685,33625,1.8,2,1632,1.422222E-03
41820.5080706019,33643,1.8,2,1633,1.422222E-03
41820.5080914352,33661,1.8,2,1634,1.422222E-03
41820.5081122685,33679,1.8,2,1635,1.422222E-03
41820.5081331019,33697,1.8,2,1636,1.422222E-03
41820.5081539352,33715,1.7,2,1637,1.383333E-03
41820.5081736111,33732,1.8,2,1638,1.422222E-03
41820.5081944444,33750,1.7,2,1639,1.383333E-03
41820.5082141204,33767,1.7,2,1640,1.383333E-03
41820.5082337963,33784,1.8,2,1641,1.422222E-03
41820.5082546296,33802,1.7,2,1642,1.383333E-03
41820.5082743056,33819,1.8,2,1643,1.422222E-03
41820.5082951389,33837,1.7,2,1644,1.383333E-03
41820.5083148148,33854,1.8,2,1645,1.422222E-03
41820.5083356481,33872,1.8,2,1646,1.422222E-03
41820.5083564815,33890,1.7,2,1647,1.383333E-03
41820.5083761574,33907,1.8,2,1648,1.422222E-03
41820.5083969907,33925,1.8,2,1649,1.422222E-03
41820.5084178241,33943,1.9,2,1650,1.461111E-03
41820.5084398148,33962,1.8,2,1651,1.422222E-03
41820.5084606481,33980,1.8,2,1652,1.422222E-03
41820.5084814815,33998,1.7,2,1653,1.383333E-03
41820.5085011574,34015,1.7,2,1654,1.383333E-03
41820.5085208333,34032,1.7,2,1655,1.383333E-03
41820.5085405093,34049,1.7,2,1656,1.383333E-03
41820.5085601852,34066,1.8,2,1657,1.422222E-03
41820.5085810185,34084,1.8,2,1658,1.422222E-03
41820.5086018519,34102,1.8,2,1659,1.422222E-03
41820.5086226852,34120,1.7,2,1660,1.383333E-03
41820.5086423611,34137,1.8,2,1661,1.422222E-03
41820.5086631944,34155,1.8,2,1662,1.422222E-03
41820.5086840278,34173,1.7,2,1663,1.383333E-03
41820.5087037037,34190,1.7,2,1664,1.383333E-03
41820.5087233796,34207,1.9,2,1665,1.461111E-03
41820.5087453704,34226,1.8,2,1666,1.422222E-03
41820.5087662037,34244,1.9,2,1667,1.461111E-03
41820.5087881944,34263,1.7,2,1668,1.383333E-03
41820.5088078704,34280,1.8,2,1669,1.422222E-03
41820.5088287037,34298,1.8,2,1670,1.422222E-03
41820.508849537,34316,1.8,2,1671,1.422222E-03
41820.5088703704,34334,1.7,2,1672,1.383333E-03
41820.5088900463,34351,1.8,2,1673,1.422222E-03
41820.5089108796,34369,1.7,2,1674,1.383333E-03
41820.5089305556,34386,1.8,2,1675,1.422222E-03
41820.5089513889,34404,1.8,2,1676,1.422222E-03
41820.5089722222,34422,1.9,2,1677,1.461111E-03
41820.508994213,34441,1.7,2,1678,1.383333E-03
41820.5090138889,34458,1.8,2,1679,1.422222E-03
41820.5090347222,34476,1.7,2,1680,1.383333E-03
41820.5090543982,34493,1.8,2,1681,1.422222E-03
41820.5090752315,34511,1.9,2,1682,1.461111E-03
41820.5090972222,34530,1.8,2,1683,1.422222E-03
41820.5091180556,34548,1.7,2,1684,1.383333E-03
41820.5091377315,34565,1.7,2,1685,1.383333E-03
41820.5091574074,34582,1.9,2,1686,1.461111E-03
41820.5091793981,34601,3.4,2,1687,2.044444E-03
41820.50921875,34635,1,2,1688,1.111111E-03
41820.5092303241,34645,2.2,2,1689,1.577778E-03
41820.509255787,34667,2.3,2,1690,1.616667E-03
41820.5092824074,34690,2.5,2,1691,1.694444E-03
41820.5093113426,34715,1.9,2,1692,1.461111E-03
41820.5093333333,34734,1,2,1693,1.111111E-03
41820.5093449074,34744,7.3,1,1693,2.838889E-03
41820.5094293982,34817,2.2,2,1694,1.577778E-03
41820.5094548611,34839,2,2,1695,.0015
41820.5094780093,34859,1.8,2,1696,1.422222E-03
41820.5094988426,34877,1.7,2,1697,1.383333E-03
41820.5095185185,34894,1.7,2,1698,1.383333E-03
41820.5095381944,34911,2,2,1699,.0015
41820.5095613426,34931,1.1,2,1700,.00115
41820.5095740741,34942,1.6,2,1701,1.344444E-03
41820.5095925926,34958,1.9,2,1702,1.461111E-03
41820.5096145833,34977,1.2,2,1703,1.188889E-03
41820.5096284722,34989,1.2,2,1704,1.188889E-03
41820.5096423611,35001,1.2,2,1705,1.188889E-03
41820.50965625,35013,1.1,2,1706,.00115
41820.5096689815,35024,1.2,2,1707,1.188889E-03
41820.5096828704,35036,1.1,2,1708,.00115
41820.5096956019,35047,1.2,2,1709,1.188889E-03
41820.5097094907,35059,1.2,2,1710,1.188889E-03
41820.5097233796,35071,1.1,2,1711,.00115
41820.5097361111,35082,1.1,2,1712,.00115
41820.5097488426,35093,1.2,2,1713,1.188889E-03
41820.5097627315,35105,1.1,2,1714,.00115
41820.509775463,35116,1.1,2,1715,.00115
41820.5097881944,35127,1.1,2,1716,.00115
41820.5098009259,35138,1.1,2,1717,.00115
41820.5098136574,35149,1.1,2,1718,.00115
41820.5098263889,35160,1.1,2,1719,.00115
41820.5098391204,35171,1.1,2,1720,.00115
41820.5098518519,35182,1.2,2,1721,1.188889E-03
41820.5098657407,35194,1.1,2,1722,.00115
41820.5098784722,35205,1.1,2,1723,.00115
41820.5098912037,35216,1.1,2,1724,.00115
41820.5099039352,35227,1.2,2,1725,1.188889E-03
41820.5099178241,35239,1.1,2,1726,.00115
41820.5099305556,35250,1.1,2,1727,.00115
41820.509943287,35261,1.1,2,1728,.00115
41820.5099560185,35272,1.1,2,1729,.00115
41820.50996875,35283,1.1,2,1730,.00115
41820.5099814815,35294,1.2,2,1731,1.188889E-03
41820.5099953704,35306,1.1,2,1732,.00115
41820.5100081019,35317,1.1,2,1733,.00115
41820.5100208333,35328,1.2,2,1734,1.188889E-03
41820.5100347222,35340,1.1,2,1735,.00115
41820.5100474537,35351,1.1,2,1736,.00115
41820.5100601852,35362,1.1,2,1737,.00115
41820.5100729167,35373,1.1,2,1738,.00115
41820.5100856482,35384,1.1,2,1739,.00115
41820.5100983796,35395,1.1,2,1740,.00115
41820.5101111111,35406,1.1,2,1741,.00115
41820.5101238426,35417,1.1,2,1742,.00115
41820.5101365741,35428,1.1,2,1743,.00115
41820.5101493056,35439,1.1,2,1744,.00115
41820.510162037,35450,1,2,1745,1.111111E-03
41820.5101736111,35460,1.1,2,1746,.00115
41820.5101863426,35471,1,2,1747,1.111111E-03
41820.5101979167,35481,1.1,2,1748,.00115
41820.5102106482,35492,1.1,2,1749,.00115
41820.5102233796,35503,1.1,2,1750,.00115
41820.5102361111,35514,1.2,2,1751,1.188889E-03
41820.51025,35526,1,2,1752,1.111111E-03
41820.5102615741,35536,1.1,2,1753,.00115
41820.5102743056,35547,1.1,2,1754,.00115
41820.510287037,35558,1.1,2,1755,.00115
41820.5102997685,35569,1.1,2,1756,.00115
41820.5103125,35580,1.1,2,1757,.00115
41820.5103252315,35591,1.1,2,1758,.00115
41820.510337963,35602,1.1,2,1759,.00115
41820.5103506944,35613,1,2,1760,1.111111E-03
41820.5103622685,35623,1.1,2,1761,.00115
41820.510375,35634,1,2,1762,1.111111E-03
41820.5103865741,35644,1.2,2,1763,1.188889E-03
41820.510400463,35656,1,2,1764,1.111111E-03
41820.510412037,35666,1.1,2,1765,.00115
41820.5104247685,35677,1.1,2,1766,.00115
41820.5104375,35688,1.1,2,1767,.00115
41820.5104502315,35699,1.1,2,1768,.00115
41820.510462963,35710,1.1,2,1769,.00115
41820.5104756944,35721,1.1,2,1770,.00115
41820.5104884259,35732,1.1,2,1771,.00115
41820.5105011574,35743,1.1,2,1772,.00115
41820.5105138889,35754,1,2,1773,1.111111E-03
41820.510525463,35764,1.1,2,1774,.00115
41820.5105381944,35775,1.1,2,1775,.00115
41820.5105509259,35786,1,2,1776,1.111111E-03
41820.5105625,35796,1.1,2,1777,.00115
41820.5105752315,35807,1.1,2,1778,.00115
41820.510587963,35818,1.1,2,1779,.00115
41820.5106006944,35829,1.1,2,1780,.00115
41820.5106134259,35840,1.1,2,1781,.00115
41820.5106261574,35851,1,2,1782,1.111111E-03
41820.5106377315,35861,1.1,2,1783,.00115
41820.510650463,35872,1.1,2,1784,.00115
41820.5106631944,35883,1.1,2,1785,.00115
41820.5106759259,35894,1,2,1786,1.111111E-03
41820.5106875,35904,1.1,2,1787,.00115
41820.5107002315,35915,1.1,2,1788,.00115
41820.510712963,35926,1.1,2,1789,.00115
41820.5107256944,35937,1.1,2,1790,.00115
41820.5107384259,35948,1.1,2,1791,.00115
41820.5107511574,35959,1,2,1792,1.111111E-03
41820.5107627315,35969,1.1,2,1793,.00115
41820.510775463,35980,1.1,2,1794,.00115
41820.5107881945,35991,1.1,2,1795,.00115
41820.5108009259,36002,1.1,2,1796,.00115
41820.5108136574,36013,1.1,2,1797,.00115
41820.5108263889,36024,1.1,2,1798,.00115
41820.5108391204,36035,1,2,1799,1.111111E-03
41820.5108506944,36045,1.1,2,1800,.00115
41820.5108634259,36056,1.1,2,1801,.00115
41820.5108761574,36067,1,2,1802,1.111111E-03
41820.5108877315,36077,1.2,2,1803,1.188889E-03
41820.5109016204,36089,1,2,1804,1.111111E-03
41820.5109131944,36099,1.1,2,1805,.00115
41820.5109259259,36110,1.1,2,1806,.00115
41820.5109386574,36121,1.1,2,1807,.00115
41820.5109513889,36132,1,2,1808,1.111111E-03
41820.510962963,36142,1.1,2,1809,.00115
41820.5109756944,36153,1.1,2,1810,.00115
41820.5109884259,36164,1,2,1811,1.111111E-03
41820.511,36174,1.1,2,1812,.00115
41820.5110127315,36185,1.1,2,1813,.00115
41820.511025463,36196,1.1,2,1814,.00115
41820.5110381944,36207,1.1,2,1815,.00115
41820.5110509259,36218,1.1,2,1816,.00115
41820.5110636574,36229,1.1,2,1817,.00115
41820.5110763889,36240,1.1,2,1818,.00115
41820.5110891204,36251,1.1,2,1819,.00115
41820.5111018519,36262,1,2,1820,1.111111E-03
41820.5111134259,36272,1.1,2,1821,.00115
41820.5111261574,36283,1.1,2,1822,.00115
41820.5111388889,36294,1.2,2,1823,1.188889E-03
41820.5111527778,36306,1,2,1824,1.111111E-03
41820.5111643519,36316,1.2,2,1825,1.188889E-03
41820.5111782407,36328,1.1,2,1826,.00115
41820.5111909722,36339,1.1,2,1827,.00115
41820.5112037037,36350,1.1,2,1828,.00115
41820.5112164352,36361,1.1,2,1829,.00115
41820.5112291667,36372,1.1,2,1830,.00115
41820.5112418982,36383,1.1,2,1831,.00115
41820.5112546296,36394,1.1,2,1832,.00115
41820.5112673611,36405,1.2,2,1833,1.188889E-03
41820.51128125,36417,1.1,2,1834,.00115
41820.5112939815,36428,1.1,2,1835,.00115
41820.511306713,36439,1.2,2,1836,1.188889E-03
41820.5113206019,36451,1.1,2,1837,.00115
41820.5113333333,36462,1.1,2,1838,.00115
41820.5113460648,36473,1.1,2,1839,.00115
41820.5113587963,36484,1.1,2,1840,.00115
41820.5113715278,36495,1.1,2,1841,.00115
41820.5113842593,36506,1.1,2,1842,.00115
41820.5113969907,36517,1.1,2,1843,.00115
41820.5114097222,36528,1.1,2,1844,.00115
41820.5114224537,36539,1.1,2,1845,.00115
41820.5114351852,36550,1.1,2,1846,.00115
41820.5114479167,36561,1.1,2,1847,.00115
41820.5114606482,36572,1.1,2,1848,.00115
41820.5114733796,36583,1.1,2,1849,.00115
41820.5114861111,36594,1.2,2,1850,1.188889E-03
41820.5115,36606,1.1,2,1851,.00115
41820.5115127315,36617,1.1,2,1852,.00115
41820.511525463,36628,1,2,1853,1.111111E-03
41820.511537037,36638,1.1,2,1854,.00115
41820.5115497685,36649,1.1,2,1855,.00115
41820.5115625,36660,1.1,2,1856,.00115
41820.5115752315,36671,1.1,2,1857,.00115
41820.511587963,36682,1,2,1858,1.111111E-03
41820.511599537,36692,1.1,2,1859,.00115
41820.5116122685,36703,1.2,2,1860,1.188889E-03
41820.5116261574,36715,1,2,1861,1.111111E-03
41820.5116377315,36725,1,2,1862,1.111111E-03
41820.5116493056,36735,1.1,2,1863,.00115
41820.511662037,36746,1,2,1864,1.111111E-03
41820.5116736111,36756,1,2,1865,1.111111E-03
41820.5116851852,36766,1.1,2,1866,.00115
41820.5116979167,36777,1,2,1867,1.111111E-03
41820.5117094907,36787,1,2,1868,1.111111E-03
41820.5117210648,36797,1.1,2,1869,.00115
41820.5117337963,36808,1,2,1870,1.111111E-03
41820.5117453704,36818,1.1,2,1871,.00115
41820.5117581019,36829,1,2,1872,1.111111E-03
41820.5117696759,36839,1.1,2,1873,.00115
41820.5117824074,36850,1,2,1874,1.111111E-03
41820.5117939815,36860,1,2,1875,1.111111E-03
41820.5118055556,36870,1.1,2,1876,.00115
41820.511818287,36881,1,2,1877,1.111111E-03
41820.5118298611,36891,1,2,1878,1.111111E-03
41820.5118414352,36901,1.1,2,1879,.00115
41820.5118541667,36912,1,2,1880,1.111111E-03
41820.5118657407,36922,1.1,2,1881,.00115
41820.5118784722,36933,1,2,1882,1.111111E-03
41820.5118900463,36943,1.1,2,1883,.00115
41820.5119027778,36954,1,2,1884,1.111111E-03
41820.5119143519,36964,1,2,1885,1.111111E-03
41820.5119259259,36974,1,2,1886,1.111111E-03
41820.5119375,36984,1,2,1887,1.111111E-03
41820.5119490741,36994,1,2,1888,1.111111E-03
41820.5119606482,37004,1,2,1889,1.111111E-03
41820.5119722222,37014,1,2,1890,1.111111E-03
41820.5119837963,37024,1,2,1891,1.111111E-03
41820.5119953704,37034,1,2,1892,1.111111E-03
41820.5120069444,37044,1.1,2,1893,.00115
41820.5120196759,37055,1,2,1894,1.111111E-03
41820.51203125,37065,1.1,2,1895,.00115
41820.5120439815,37076,.9,2,1896,1.072222E-03
41820.5120543981,37085,1.1,2,1897,.00115
