"Time","DataCount (samples)","Interval (s)","ActivityCode (0=sedentary, 1= standing, 2=stepping)","CumulativeStepCount","Activity Score (MET.h)"
41820.4950532407,22396,2.4,2,861,1.655556E-03
41820.4950810185,22420,2.4,2,862,1.655556E-03
41820.4951087963,22444,2.2,2,863,1.577778E-03
41820.4951342593,22466,2.4,2,864,1.655556E-03
41820.495162037,22490,2.4,2,865,1.655556E-03
41820.4951898148,22514,2.5,2,866,1.694444E-03
41820.49521875,22539,4.5,2,867,2.472222E-03
41820.4952708333,22584,2.4,2,868,1.655556E-03
41820.4952986111,22608,2.4,2,869,1.655556E-03
41820.4953263889,22632,2.3,2,870,1.616667E-03
41820.4953530093,22655,2.4,2,871,1.655556E-03
41820.495380787,22679,2.5,2,872,1.694444E-03
41820.4954097222,22704,2.2,2,873,1.577778E-03
41820.4954351852,22726,2.4,2,874,1.655556E-03
41820.495462963,22750,2.4,2,875,1.655556E-03
41820.4954907407,22774,2.5,2,876,1.694444E-03
41820.4955196759,22799,2.4,2,877,1.655556E-03
41820.4955474537,22823,2.4,2,878,1.655556E-03
41820.4955752315,22847,2.3,2,879,1.616667E-03
41820.4956018519,22870,2.9,2,880,.00185
41820.4956354167,22899,1.6,2,881,1.344444E-03
41820.4956539352,22915,.7,2,882,9.944445E-04
41820.495662037,22922,1.7,2,883,1.383333E-03
41820.495681713,22939,1.3,2,884,1.227778E-03
41820.4956967593,22952,1,2,885,1.111111E-03
41820.4957083333,22962,2.5,2,886,1.694444E-03
41820.4957372685,22987,2.6,2,887,1.733333E-03
41820.4957673611,23013,2.6,2,888,1.733333E-03
41820.4957974537,23039,2.5,2,889,1.694444E-03
41820.4958263889,23064,2.4,2,890,1.655556E-03
41820.4958541667,23088,5,2,891,2.666667E-03
41820.495912037,23138,2.4,2,892,1.655556E-03
41820.4959398148,23162,2.5,2,893,1.694444E-03
41820.49596875,23187,2.4,2,894,1.655556E-03
41820.4959965278,23211,2.3,2,895,1.616667E-03
41820.4960231482,23234,2.2,2,896,1.577778E-03
41820.4960486111,23256,4.7,2,897,.00255
41820.4961030093,23303,2.3,2,898,1.616667E-03
41820.4961296296,23326,2.3,2,899,1.616667E-03
41820.49615625,23349,2.3,2,900,1.616667E-03
41820.4961828704,23372,2.2,2,901,1.577778E-03
41820.4962083333,23394,2.3,2,902,1.616667E-03
41820.4962349537,23417,2.4,2,903,1.655556E-03
41820.4962627315,23441,2.4,2,904,1.655556E-03
41820.4962905093,23465,2.4,2,905,1.655556E-03
41820.496318287,23489,2.5,2,906,1.694444E-03
41820.4963472222,23514,2.2,2,907,1.577778E-03
41820.4963726852,23536,2.5,2,908,1.694444E-03
41820.4964016204,23561,2.2,2,909,1.577778E-03
41820.4964270833,23583,2.4,2,910,1.655556E-03
41820.4964548611,23607,2.3,2,911,1.616667E-03
41820.4964814815,23630,2.6,2,912,1.733333E-03
41820.4965115741,23656,2.3,2,913,1.616667E-03
41820.4965381944,23679,2.4,2,914,1.655556E-03
41820.4965659722,23703,2.5,2,915,1.694444E-03
41820.4965949074,23728,2.4,2,916,1.655556E-03
41820.4966226852,23752,2.5,2,917,1.694444E-03
41820.4966516204,23777,2.2,2,918,1.577778E-03
41820.4966770833,23799,2.5,2,919,1.694444E-03
41820.4967060185,23824,2.3,2,920,1.616667E-03
41820.4967326389,23847,2.5,2,921,1.694444E-03
41820.4967615741,23872,2.3,2,922,1.616667E-03
41820.4967881944,23895,2.4,2,923,1.655556E-03
41820.4968159722,23919,2.3,2,924,1.616667E-03
41820.4968425926,23942,2.4,2,925,1.655556E-03
41820.4968703704,23966,2.3,2,926,1.616667E-03
41820.4968969907,23989,2.3,2,927,1.616667E-03
41820.4969236111,24012,2.3,2,928,1.616667E-03
41820.4969502315,24035,1.8,2,929,1.422222E-03
41820.4969710648,24053,1.7,2,930,1.383333E-03
41820.4969907407,24070,1.7,2,931,1.383333E-03
41820.4970104167,24087,1.7,2,932,1.383333E-03
41820.4970300926,24104,1.6,2,933,1.344444E-03
41820.4970486111,24120,1.7,2,934,1.383333E-03
41820.497068287,24137,1.7,2,935,1.383333E-03
41820.497087963,24154,1.8,2,936,1.422222E-03
41820.4971087963,24172,1.6,2,937,1.344444E-03
41820.4971273148,24188,1.8,2,938,1.422222E-03
41820.4971481481,24206,1.7,2,939,1.383333E-03
41820.4971678241,24223,1.6,2,940,1.344444E-03
41820.4971863426,24239,1.9,2,941,1.461111E-03
41820.4972083333,24258,2,2,942,.0015
41820.4972314815,24278,1.7,2,943,1.383333E-03
41820.4972511574,24295,1.7,2,944,1.383333E-03
41820.4972708333,24312,1.8,2,945,1.422222E-03
41820.4972916667,24330,1.9,2,946,1.461111E-03
41820.4973136574,24349,1.7,2,947,1.383333E-03
41820.4973333333,24366,1.8,2,948,1.422222E-03
41820.4973541667,24384,1.8,2,949,1.422222E-03
41820.497375,24402,1.7,2,950,1.383333E-03
41820.4973946759,24419,1.8,2,951,1.422222E-03
41820.4974155093,24437,1.8,2,952,1.422222E-03
41820.4974363426,24455,1.8,2,953,1.422222E-03
41820.4974571759,24473,1.7,2,954,1.383333E-03
41820.4974768519,24490,1.7,2,955,1.383333E-03
41820.4974965278,24507,2,2,956,.0015
41820.4975196759,24527,1.6,2,957,1.344444E-03
41820.4975381944,24543,1.8,2,958,1.422222E-03
41820.4975590278,24561,1.7,2,959,1.383333E-03
41820.4975787037,24578,1.8,2,960,1.422222E-03
41820.497599537,24596,1.7,2,961,1.383333E-03
41820.497619213,24613,1.8,2,962,1.422222E-03
41820.4976400463,24631,1.7,2,963,1.383333E-03
41820.4976597222,24648,1.8,2,964,1.422222E-03
41820.4976805556,24666,1.7,2,965,1.383333E-03
41820.4977002315,24683,1.9,2,966,1.461111E-03
41820.4977222222,24702,1.6,2,967,1.344444E-03
41820.4977407407,24718,1.8,2,968,1.422222E-03
41820.4977615741,24736,1.8,2,969,1.422222E-03
41820.4977824074,24754,1.9,2,970,1.461111E-03
41820.4978043982,24773,1.7,2,971,1.383333E-03
41820.4978240741,24790,1.7,2,972,1.383333E-03
41820.49784375,24807,1.7,2,973,1.383333E-03
41820.4978634259,24824,1.8,2,974,1.422222E-03
41820.4978842593,24842,1.7,2,975,1.383333E-03
41820.4979039352,24859,1.8,2,976,1.422222E-03
41820.4979247685,24877,1.7,2,977,1.383333E-03
41820.4979444444,24894,1.8,2,978,1.422222E-03
41820.4979652778,24912,1.8,2,979,1.422222E-03
41820.4979861111,24930,1.6,2,980,1.344444E-03
41820.4980046296,24946,1.6,2,981,1.344444E-03
41820.4980231482,24962,1.7,2,982,1.383333E-03
41820.4980428241,24979,1.8,2,983,1.422222E-03
41820.4980636574,24997,1.7,2,984,1.383333E-03
41820.4980833333,25014,1.9,2,985,1.461111E-03
41820.4981053241,25033,1.7,2,986,1.383333E-03
41820.498125,25050,1.7,2,987,1.383333E-03
41820.4981446759,25067,1.8,2,988,1.422222E-03
41820.4981655093,25085,1.7,2,989,1.383333E-03
41820.4981851852,25102,1.9,2,990,1.461111E-03
41820.4982071759,25121,1.7,2,991,1.383333E-03
41820.4982268519,25138,1.7,2,992,1.383333E-03
41820.4982465278,25155,1.7,2,993,1.383333E-03
41820.4982662037,25172,1.8,2,994,1.422222E-03
41820.498287037,25190,1.6,2,995,1.344444E-03
41820.4983055556,25206,1.8,2,996,1.422222E-03
41820.4983263889,25224,1.6,2,997,1.344444E-03
41820.4983449074,25240,1.8,2,998,1.422222E-03
41820.4983657407,25258,1.7,2,999,1.383333E-03
41820.4983854167,25275,1.7,2,1000,1.383333E-03
41820.4984050926,25292,2,2,1001,.0015
41820.4984282407,25312,1.7,2,1002,1.383333E-03
41820.4984479167,25329,1.8,2,1003,1.422222E-03
41820.49846875,25347,1.8,2,1004,1.422222E-03
41820.4984895833,25365,1.7,2,1005,1.383333E-03
41820.4985092593,25382,1.8,2,1006,1.422222E-03
41820.4985300926,25400,1.8,2,1007,1.422222E-03
41820.4985509259,25418,1.7,2,1008,1.383333E-03
41820.4985706019,25435,1.9,2,1009,1.461111E-03
41820.4985925926,25454,1.8,2,1010,1.422222E-03
41820.4986134259,25472,1.7,2,1011,1.383333E-03
41820.4986331019,25489,1.7,2,1012,1.383333E-03
41820.4986527778,25506,1.9,2,1013,1.461111E-03
41820.4986747685,25525,1.8,2,1014,1.422222E-03
41820.4986956019,25543,1.7,2,1015,1.383333E-03
41820.4987152778,25560,1.6,2,1016,1.344444E-03
41820.4987337963,25576,1.6,2,1017,1.344444E-03
41820.4987523148,25592,1.6,2,1018,1.344444E-03
41820.4987708333,25608,1.9,2,1019,1.461111E-03
41820.4987928241,25627,1.7,2,1020,1.383333E-03
41820.4988125,25644,1.8,2,1021,1.422222E-03
41820.4988333333,25662,1.6,2,1022,1.344444E-03
41820.4988518519,25678,1.6,2,1023,1.344444E-03
41820.4988703704,25694,1.4,2,1024,1.266667E-03
41820.4988865741,25708,1.4,2,1025,1.266667E-03
41820.4989027778,25722,1.4,2,1026,1.266667E-03
41820.4989189815,25736,1.4,2,1027,1.266667E-03
41820.4989351852,25750,1.4,2,1028,1.266667E-03
41820.4989513889,25764,1.4,2,1029,1.266667E-03
41820.4989675926,25778,1.4,2,1030,1.266667E-03
41820.4989837963,25792,1.3,2,1031,1.227778E-03
41820.4989988426,25805,1.4,2,1032,1.266667E-03
41820.4990150463,25819,1.4,2,1033,1.266667E-03
41820.49903125,25833,1.4,2,1034,1.266667E-03
41820.4990474537,25847,1.4,2,1035,1.266667E-03
41820.4990636574,25861,1.4,2,1036,1.266667E-03
41820.4990798611,25875,1.4,2,1037,1.266667E-03
41820.4990960648,25889,1.4,2,1038,1.266667E-03
41820.4991122685,25903,1.4,2,1039,1.266667E-03
41820.4991284722,25917,1.3,2,1040,1.227778E-03
41820.4991435185,25930,1.4,2,1041,1.266667E-03
41820.4991597222,25944,1.4,2,1042,1.266667E-03
41820.4991759259,25958,1.3,2,1043,1.227778E-03
41820.4991909722,25971,1.4,2,1044,1.266667E-03
41820.4992071759,25985,1.4,2,1045,1.266667E-03
41820.4992233796,25999,1.4,2,1046,1.266667E-03
41820.4992395833,26013,1.3,2,1047,1.227778E-03
41820.4992546296,26026,1.4,2,1048,1.266667E-03
41820.4992708333,26040,1.4,2,1049,1.266667E-03
41820.499287037,26054,1.4,2,1050,1.266667E-03
41820.4993032407,26068,1.4,2,1051,1.266667E-03
41820.4993194444,26082,1.4,2,1052,1.266667E-03
41820.4993356482,26096,1.7,2,1053,1.383333E-03
41820.4993553241,26113,1,2,1054,1.111111E-03
41820.4993668981,26123,1.4,2,1055,1.266667E-03
41820.4993831019,26137,1.4,2,1056,1.266667E-03
41820.4993993056,26151,1.4,2,1057,1.266667E-03
41820.4994155093,26165,1.4,2,1058,1.266667E-03
41820.499431713,26179,1.4,2,1059,1.266667E-03
41820.4994479167,26193,1.3,2,1060,1.227778E-03
41820.499462963,26206,1.4,2,1061,1.266667E-03
41820.4994791667,26220,1.4,2,1062,1.266667E-03
41820.4994953704,26234,1.4,2,1063,1.266667E-03
41820.4995115741,26248,1.5,2,1064,1.305556E-03
41820.4995289352,26263,1.3,2,1065,1.227778E-03
41820.4995439815,26276,1.4,2,1066,1.266667E-03
41820.4995601852,26290,1.3,2,1067,1.227778E-03
41820.4995752315,26303,1.4,2,1068,1.266667E-03
41820.4995914352,26317,1.4,2,1069,1.266667E-03
41820.4996076389,26331,1.4,2,1070,1.266667E-03
41820.4996238426,26345,1.4,2,1071,1.266667E-03
41820.4996400463,26359,1.3,2,1072,1.227778E-03
41820.4996550926,26372,1.4,2,1073,1.266667E-03
41820.4996712963,26386,1.5,2,1074,1.305556E-03
41820.4996886574,26401,1.3,2,1075,1.227778E-03
41820.4997037037,26414,1.4,2,1076,1.266667E-03
41820.4997199074,26428,1.4,2,1077,1.266667E-03
41820.4997361111,26442,1.4,2,1078,1.266667E-03
41820.4997523148,26456,1.4,2,1079,1.266667E-03
41820.4997685185,26470,1.4,2,1080,1.266667E-03
41820.4997847222,26484,1.4,2,1081,1.266667E-03
41820.4998009259,26498,1.4,2,1082,1.266667E-03
41820.4998171296,26512,1.4,2,1083,1.266667E-03
41820.4998333333,26526,1.4,2,1084,1.266667E-03
41820.499849537,26540,1.4,2,1085,1.266667E-03
41820.4998657407,26554,1.4,2,1086,1.266667E-03
41820.4998819444,26568,1.5,2,1087,1.305556E-03
41820.4998993056,26583,1.4,2,1088,1.266667E-03
41820.4999155093,26597,1.3,2,1089,1.227778E-03
41820.4999305556,26610,1.4,2,1090,1.266667E-03
41820.4999467593,26624,1.3,2,1091,1.227778E-03
41820.4999618056,26637,1.4,2,1092,1.266667E-03
41820.4999780093,26651,1.4,2,1093,1.266667E-03
41820.499994213,26665,1.5,2,1094,1.305556E-03
41820.5000115741,26680,1.3,2,1095,1.227778E-03
41820.5000266204,26693,1.4,2,1096,1.266667E-03
41820.5000428241,26707,1.4,2,1097,1.266667E-03
41820.5000590278,26721,1.4,2,1098,1.266667E-03
41820.5000752315,26735,1.4,2,1099,1.266667E-03
41820.5000914352,26749,1.4,2,1100,1.266667E-03
41820.5001076389,26763,1.4,2,1101,1.266667E-03
41820.5001238426,26777,1.4,2,1102,1.266667E-03
41820.5001400463,26791,1.3,2,1103,1.227778E-03
41820.5001550926,26804,1.4,2,1104,1.266667E-03
41820.5001712963,26818,1.4,2,1105,1.266667E-03
41820.5001875,26832,1.3,2,1106,1.227778E-03
41820.5002025463,26845,1.4,2,1107,1.266667E-03
41820.50021875,26859,1.5,2,1108,1.305556E-03
41820.5002361111,26874,1.4,2,1109,1.266667E-03
41820.5002523148,26888,1.4,2,1110,1.266667E-03
41820.5002685185,26902,1.3,2,1111,1.227778E-03
41820.5002835648,26915,1.4,2,1112,1.266667E-03
41820.5002997685,26929,1.4,2,1113,1.266667E-03
41820.5003159722,26943,1.3,2,1114,1.227778E-03
41820.5003310185,26956,1.4,2,1115,1.266667E-03
41820.5003472222,26970,1.3,2,1116,1.227778E-03
41820.5003622685,26983,1.4,2,1117,1.266667E-03
41820.5003784722,26997,1.5,2,1118,1.305556E-03
41820.5003958333,27012,1.4,2,1119,1.266667E-03
41820.500412037,27026,1.5,2,1120,1.305556E-03
41820.5004293981,27041,1.9,2,1121,1.461111E-03
41820.5004513889,27060,59.3,1,1121,2.306111E-02
41820.5011377315,27653,.7,2,1122,9.944445E-04
41820.5011458333,27660,.7,2,1123,9.944445E-04
41820.5011539352,27667,1.2,2,1124,1.188889E-03
41820.5011678241,27679,1.1,2,1125,.00115
41820.5011805556,27690,1,2,1126,1.111111E-03
41820.5011921296,27700,1,2,1127,1.111111E-03
41820.5012037037,27710,1.1,2,1128,.00115
41820.5012164352,27721,1,2,1129,1.111111E-03
41820.5012280093,27731,1,2,1130,1.111111E-03
41820.5012395833,27741,1.1,2,1131,.00115
41820.5012523148,27752,1,2,1132,1.111111E-03
41820.5012638889,27762,1.1,2,1133,.00115
41820.5012766204,27773,22,1,1133,8.555556E-03
41820.50153125,27993,4.9,2,1134,2.627778E-03
41820.501587963,28042,3.6,2,1135,2.122222E-03
41820.5016296296,28078,.9,2,1136,1.072222E-03
41820.5016400463,28087,.8,2,1137,1.033333E-03
41820.5016493056,28095,.7,2,1138,9.944445E-04
41820.5016574074,28102,.8,2,1139,1.033333E-03
41820.5016666667,28110,.7,2,1140,9.944445E-04
41820.5016747685,28117,.7,2,1141,9.944445E-04
41820.5016828704,28124,.7,2,1142,9.944445E-04
41820.5016909722,28131,.7,2,1143,9.944445E-04
41820.5016990741,28138,.7,2,1144,9.944445E-04
41820.5017071759,28145,.7,2,1145,9.944445E-04
41820.5017152778,28152,.7,2,1146,9.944445E-04
41820.5017233796,28159,1.4,2,1147,1.266667E-03
41820.5017395833,28173,.8,2,1148,1.033333E-03
41820.5017488426,28181,.7,2,1149,9.944445E-04
41820.5017569444,28188,1.3,2,1150,1.227778E-03
41820.5017719907,28201,.7,2,1151,9.944445E-04
41820.5017800926,28208,1.3,2,1152,1.227778E-03
41820.5017951389,28221,1.3,2,1153,1.227778E-03
41820.5018101852,28234,1.3,2,1154,1.227778E-03
41820.5018252315,28247,1.3,2,1155,1.227778E-03
41820.5018402778,28260,.7,2,1156,9.944445E-04
41820.5018483796,28267,.7,2,1157,9.944445E-04
41820.5018564815,28274,.7,2,1158,9.944445E-04
41820.5018645833,28281,1.3,2,1159,1.227778E-03
41820.5018796296,28294,.8,2,1160,1.033333E-03
41820.5018888889,28302,.7,2,1161,9.944445E-04
41820.5018969907,28309,.8,2,1162,1.033333E-03
41820.50190625,28317,.7,2,1163,9.944445E-04
41820.5019143519,28324,.7,2,1164,9.944445E-04
41820.5019224537,28331,.8,2,1165,1.033333E-03
41820.501931713,28339,.7,2,1166,9.944445E-04
41820.5019398148,28346,.8,2,1167,1.033333E-03
41820.5019490741,28354,.8,2,1168,1.033333E-03
41820.5019583333,28362,.7,2,1169,9.944445E-04
41820.5019664352,28369,.8,2,1170,1.033333E-03
41820.5019756944,28377,.8,2,1171,1.033333E-03
41820.5019849537,28385,.8,2,1172,1.033333E-03
41820.501994213,28393,.9,2,1173,1.072222E-03
41820.5020046296,28402,.9,2,1174,1.072222E-03
41820.5020150463,28411,.8,2,1175,1.033333E-03
41820.5020243056,28419,.8,2,1176,1.033333E-03
41820.5020335648,28427,.8,2,1177,1.033333E-03
41820.5020428241,28435,.8,2,1178,1.033333E-03
41820.5020520833,28443,.8,2,1179,1.033333E-03
41820.5020613426,28451,1.7,2,1180,1.383333E-03
41820.5020810185,28468,1.2,2,1181,1.188889E-03
41820.5020949074,28480,7,1,1181,2.722222E-03
41820.5021759259,28550,1.7,2,1182,1.383333E-03
41820.5021956019,28567,3.4,2,1183,2.044444E-03
41820.5022349537,28601,2.1,2,1184,1.538889E-03
41820.5022592593,28622,.9,2,1185,1.072222E-03
41820.5022696759,28631,.8,2,1186,1.033333E-03
41820.5022789352,28639,.9,2,1187,1.072222E-03
41820.5022893519,28648,.8,2,1188,1.033333E-03
41820.5022986111,28656,.9,2,1189,1.072222E-03
41820.5023090278,28665,.8,2,1190,1.033333E-03
41820.502318287,28673,.9,2,1191,1.072222E-03
41820.5023287037,28682,.9,2,1192,1.072222E-03
41820.5023391204,28691,.8,2,1193,1.033333E-03
41820.5023483796,28699,.9,2,1194,1.072222E-03
41820.5023587963,28708,.8,2,1195,1.033333E-03
41820.5023680556,28716,.9,2,1196,1.072222E-03
41820.5023784722,28725,.8,2,1197,1.033333E-03
41820.5023877315,28733,.9,2,1198,1.072222E-03
41820.5023981482,28742,.9,2,1199,1.072222E-03
41820.5024085648,28751,.9,2,1200,1.072222E-03
41820.5024189815,28760,.8,2,1201,1.033333E-03
41820.5024282407,28768,.9,2,1202,1.072222E-03
41820.5024386574,28777,.9,2,1203,1.072222E-03
41820.5024490741,28786,.8,2,1204,1.033333E-03
41820.5024583333,28794,.8,2,1205,1.033333E-03
41820.5024675926,28802,.8,2,1206,1.033333E-03
41820.5024768519,28810,.8,2,1207,1.033333E-03
41820.5024861111,28818,.7,2,1208,9.944445E-04
41820.502494213,28825,.8,2,1209,1.033333E-03
41820.5025034722,28833,.8,2,1210,1.033333E-03
41820.5025127315,28841,.8,2,1211,1.033333E-03
41820.5025219907,28849,.9,2,1212,1.072222E-03
41820.5025324074,28858,.9,2,1213,1.072222E-03
41820.5025428241,28867,.9,2,1214,1.072222E-03
41820.5025532407,28876,.9,2,1215,1.072222E-03
41820.5025636574,28885,.9,2,1216,1.072222E-03
41820.5025740741,28894,.8,2,1217,1.033333E-03
41820.5025833333,28902,.9,2,1218,1.072222E-03
41820.50259375,28911,.9,2,1219,1.072222E-03
41820.5026041667,28920,.8,2,1220,1.033333E-03
41820.5026134259,28928,.9,2,1221,1.072222E-03
41820.5026238426,28937,.9,2,1222,1.072222E-03
41820.5026342593,28946,.9,2,1223,1.072222E-03
41820.5026446759,28955,.9,2,1224,1.072222E-03
41820.5026550926,28964,.8,2,1225,1.033333E-03
41820.5026643519,28972,.9,2,1226,1.072222E-03
41820.5026747685,28981,.9,2,1227,1.072222E-03
41820.5026851852,28990,.9,2,1228,1.072222E-03
41820.5026956019,28999,.8,2,1229,1.033333E-03
41820.5027048611,29007,.8,2,1230,1.033333E-03
41820.5027141204,29015,.9,2,1231,1.072222E-03
41820.502724537,29024,.8,2,1232,1.033333E-03
41820.5027337963,29032,.9,2,1233,1.072222E-03
41820.502744213,29041,.8,2,1234,1.033333E-03
41820.5027534722,29049,.8,2,1235,1.033333E-03
41820.5027627315,29057,.8,2,1236,1.033333E-03
41820.5027719907,29065,.8,2,1237,1.033333E-03
41820.50278125,29073,.9,2,1238,1.072222E-03
41820.5027916667,29082,.9,2,1239,1.072222E-03
41820.5028020833,29091,.8,2,1240,1.033333E-03
41820.5028113426,29099,.9,2,1241,1.072222E-03
41820.5028217593,29108,.9,2,1242,1.072222E-03
41820.5028321759,29117,.8,2,1243,1.033333E-03
41820.5028414352,29125,.9,2,1244,1.072222E-03
41820.5028518519,29134,.8,2,1245,1.033333E-03
41820.5028611111,29142,.8,2,1246,1.033333E-03
41820.5028703704,29150,.8,2,1247,1.033333E-03
41820.5028796296,29158,.8,2,1248,1.033333E-03
41820.5028888889,29166,.7,2,1249,9.944445E-04
41820.5028969907,29173,.8,2,1250,1.033333E-03
41820.50290625,29181,.8,2,1251,1.033333E-03
41820.5029155093,29189,.7,2,1252,9.944445E-04
41820.5029236111,29196,.7,2,1253,9.944445E-04
41820.502931713,29203,.8,2,1254,1.033333E-03
41820.5029409722,29211,.7,2,1255,9.944445E-04
41820.5029490741,29218,.8,2,1256,1.033333E-03
41820.5029583333,29226,.8,2,1257,1.033333E-03
41820.5029675926,29234,.7,2,1258,9.944445E-04
41820.5029756945,29241,.8,2,1259,1.033333E-03
41820.5029849537,29249,.7,2,1260,9.944445E-04
41820.5029930556,29256,.8,2,1261,1.033333E-03
41820.5030023148,29264,.7,2,1262,9.944445E-04
41820.5030104167,29271,.8,2,1263,1.033333E-03
41820.5030196759,29279,.8,2,1264,1.033333E-03
41820.5030289352,29287,.8,2,1265,1.033333E-03
41820.5030381944,29295,.8,2,1266,1.033333E-03
41820.5030474537,29303,.8,2,1267,1.033333E-03
41820.503056713,29311,.8,2,1268,1.033333E-03
41820.5030659722,29319,.7,2,1269,9.944445E-04
41820.5030740741,29326,.8,2,1270,1.033333E-03
41820.5030833333,29334,.8,2,1271,1.033333E-03
41820.5030925926,29342,.8,2,1272,1.033333E-03
41820.5031018519,29350,.8,2,1273,1.033333E-03
41820.5031111111,29358,.8,2,1274,1.033333E-03
41820.5031203704,29366,.7,2,1275,9.944445E-04
41820.5031284722,29373,.9,2,1276,1.072222E-03
41820.5031388889,29382,.8,2,1277,1.033333E-03
41820.5031481481,29390,.8,2,1278,1.033333E-03
41820.5031574074,29398,.8,2,1279,1.033333E-03
41820.5031666667,29406,.8,2,1280,1.033333E-03
41820.5031759259,29414,.8,2,1281,1.033333E-03
41820.5031851852,29422,.8,2,1282,1.033333E-03
41820.5031944444,29430,.8,2,1283,1.033333E-03
41820.5032037037,29438,.8,2,1284,1.033333E-03
41820.503212963,29446,.8,2,1285,1.033333E-03
41820.5032222222,29454,.8,2,1286,1.033333E-03
41820.5032314815,29462,.8,2,1287,1.033333E-03
41820.5032407407,29470,.8,2,1288,1.033333E-03
41820.50325,29478,.8,2,1289,1.033333E-03
41820.5032592593,29486,.9,2,1290,1.072222E-03
41820.5032696759,29495,.8,2,1291,1.033333E-03
41820.5032789352,29503,.8,2,1292,1.033333E-03
41820.5032881945,29511,.8,2,1293,1.033333E-03
41820.5032974537,29519,.7,2,1294,9.944445E-04
41820.5033055556,29526,.8,2,1295,1.033333E-03
41820.5033148148,29534,.8,2,1296,1.033333E-03
41820.5033240741,29542,.8,2,1297,1.033333E-03
41820.5033333333,29550,.8,2,1298,1.033333E-03
41820.5033425926,29558,.8,2,1299,1.033333E-03
41820.5033518519,29566,.7,2,1300,9.944445E-04
41820.5033599537,29573,.8,2,1301,1.033333E-03
41820.503369213,29581,.8,2,1302,1.033333E-03
41820.5033784722,29589,.7,2,1303,9.944445E-04
41820.5033865741,29596,.8,2,1304,1.033333E-03
41820.5033958333,29604,.8,2,1305,1.033333E-03
41820.5034050926,29612,.8,2,1306,1.033333E-03
41820.5034143519,29620,.8,2,1307,1.033333E-03
41820.5034236111,29628,.8,2,1308,1.033333E-03
41820.5034328704,29636,.8,2,1309,1.033333E-03
41820.5034421296,29644,.8,2,1310,1.033333E-03
41820.5034513889,29652,.8,2,1311,1.033333E-03
41820.5034606481,29660,.8,2,1312,1.033333E-03
41820.5034699074,29668,.7,2,1313,9.944445E-04
41820.5034780093,29675,.8,2,1314,1.033333E-03
41820.5034872685,29683,.8,2,1315,1.033333E-03
41820.5034965278,29691,.8,2,1316,1.033333E-03
41820.503505787,29699,.8,2,1317,1.033333E-03
41820.5035150463,29707,.8,2,1318,1.033333E-03
41820.5035243056,29715,.8,2,1319,1.033333E-03
41820.5035335648,29723,.8,2,1320,1.033333E-03
41820.5035428241,29731,.9,2,1321,1.072222E-03
41820.5035532407,29740,.8,2,1322,1.033333E-03
41820.5035625,29748,.8,2,1323,1.033333E-03
41820.5035717593,29756,.8,2,1324,1.033333E-03
41820.5035810185,29764,.8,2,1325,1.033333E-03
41820.5035902778,29772,.8,2,1326,1.033333E-03
41820.503599537,29780,.8,2,1327,1.033333E-03
41820.5036087963,29788,.8,2,1328,1.033333E-03
41820.5036180556,29796,.8,2,1329,1.033333E-03
41820.5036273148,29804,.8,2,1330,1.033333E-03
41820.5036365741,29812,.8,2,1331,1.033333E-03
41820.5036458333,29820,.8,2,1332,1.033333E-03
41820.5036550926,29828,.8,2,1333,1.033333E-03
41820.5036643519,29836,.8,2,1334,1.033333E-03
41820.5036736111,29844,.8,2,1335,1.033333E-03
41820.5036828704,29852,.8,2,1336,1.033333E-03
41820.5036921296,29860,.8,2,1337,1.033333E-03
41820.5037013889,29868,.8,2,1338,1.033333E-03
41820.5037106481,29876,.8,2,1339,1.033333E-03
41820.5037199074,29884,.8,2,1340,1.033333E-03
41820.5037291667,29892,.8,2,1341,1.033333E-03
41820.5037384259,29900,.8,2,1342,1.033333E-03
41820.5037476852,29908,.8,2,1343,1.033333E-03
41820.5037569444,29916,.8,2,1344,1.033333E-03
41820.5037662037,29924,.9,2,1345,1.072222E-03
41820.5037766204,29933,.8,2,1346,1.033333E-03
41820.5037858796,29941,.8,2,1347,1.033333E-03
41820.5037951389,29949,.8,2,1348,1.033333E-03
41820.5038043981,29957,.8,2,1349,1.033333E-03
41820.5038136574,29965,.8,2,1350,1.033333E-03
41820.5038229167,29973,.8,2,1351,1.033333E-03
41820.5038321759,29981,.8,2,1352,1.033333E-03
41820.5038414352,29989,.8,2,1353,1.033333E-03
41820.5038506944,29997,.8,2,1354,1.033333E-03
41820.5038599537,30005,.8,2,1355,1.033333E-03
41820.503869213,30013,.9,2,1356,1.072222E-03
41820.5038796296,30022,.8,2,1357,1.033333E-03
41820.5038888889,30030,.8,2,1358,1.033333E-03
41820.5038981481,30038,.8,2,1359,1.033333E-03
41820.5039074074,30046,.8,2,1360,1.033333E-03
41820.5039166667,30054,.8,2,1361,1.033333E-03
41820.5039259259,30062,.8,2,1362,1.033333E-03
41820.5039351852,30070,.8,2,1363,1.033333E-03
41820.5039444444,30078,.9,2,1364,1.072222E-03
41820.5039548611,30087,.8,2,1365,1.033333E-03
41820.5039641204,30095,.9,2,1366,1.072222E-03
41820.503974537,30104,.8,2,1367,1.033333E-03
41820.5039837963,30112,.8,2,1368,1.033333E-03
41820.5039930556,30120,.8,2,1369,1.033333E-03
41820.5040023148,30128,.8,2,1370,1.033333E-03
41820.5040115741,30136,.9,2,1371,1.072222E-03
