TenPct_AGthighX, TenPct_AGthighY, TenPct_AGthighZ, TwentyFivePct_AGthighX, TwentyFivePct_AGthighY, TwentyFivePct_AGthighZ, FiftyPct_AGthighX, FiftyPct_AGthighY, FiftyPct_AGthighZ, SeventyFivePct_AGthighX, SeventyFivePct_AGthighY, SeventyFivePct_AGthighZ, NinetyPct_AGthighX, NinetyPct_AGthighY, NinetyPct_AGthighZ
-8.44E-01,3.23E-01,-5.13E-01,-8.37E-01,3.31E-01,-4.50E-01,-8.29E-01,3.42E-01,-4.30E-01,-8.17E-01,3.54E-01,-4.23E-01,-7.74E-01,3.81E-01,-4.15E-01
-8.37E-01,3.31E-01,-4.70E-01,-8.29E-01,3.39E-01,-4.62E-01,-8.21E-01,3.42E-01,-4.46E-01,-8.13E-01,3.50E-01,-4.30E-01,-8.05E-01,3.54E-01,-4.23E-01
-8.21E-01,3.35E-01,-4.86E-01,-8.17E-01,3.42E-01,-4.74E-01,-8.09E-01,3.46E-01,-4.62E-01,-8.02E-01,3.54E-01,-4.54E-01,-7.94E-01,3.58E-01,-4.46E-01
-8.37E-01,3.19E-01,-5.25E-01,-8.25E-01,3.27E-01,-4.70E-01,-8.17E-01,3.35E-01,-4.54E-01,-7.04E-01,4.51E-01,-4.07E-01,-4.43E-01,8.48E-01,1.61E-01
-9.26E-01,1.75E-01,-6.31E-01,-8.05E-01,3.39E-01,-6.04E-01,-7.31E-01,3.97E-01,-5.53E-01,-6.96E-01,4.24E-01,-4.66E-01,-6.65E-01,4.44E-01,-3.40E-01
-9.65E-01,1.32E-01,-3.56E-01,-9.50E-01,1.48E-01,-3.44E-01,-9.30E-01,1.63E-01,-3.20E-01,-9.15E-01,1.79E-01,-2.89E-01,-8.99E-01,1.95E-01,-2.41E-01
-9.58E-01,1.13E-01,-6.75E-01,-9.38E-01,1.28E-01,-6.12E-01,-7.16E-01,3.66E-01,-3.12E-01,-6.14E-01,4.71E-01,-2.37E-01,-5.09E-01,6.26E-01,5.51E-01
-7.55E-01,-5.17E-01,-6.35E-01,-7.35E-01,2.88E-01,-6.16E-01,-7.08E-01,3.39E-01,-5.96E-01,-6.85E-01,4.28E-01,-5.57E-01,-6.61E-01,4.44E-01,-4.74E-01
-1.10E+00,-8.36E-01,-4.54E-01,-9.54E-01,-4.47E-01,-1.94E-01,-7.74E-01,1.52E-01,-2.06E-02,-5.25E-01,5.49E-01,2.32E-01,-2.75E-01,6.34E-01,5.00E-01
-1.07E+00,-7.74E-01,-2.14E-01,-9.26E-01,-5.21E-01,-2.84E-02,-7.59E-01,1.13E-01,1.37E-01,-5.48E-01,5.76E-01,3.38E-01,-3.45E-01,6.89E-01,5.90E-01
-1.06E+00,-5.17E-01,-3.83E-01,-8.99E-01,-1.15E-02,-1.27E-02,-7.27E-01,4.09E-01,2.12E-01,-5.91E-01,5.95E-01,4.17E-01,-3.65E-01,6.81E-01,6.06E-01
-1.09E+00,-8.91E-01,-3.52E-01,-8.99E-01,-6.26E-01,-7.57E-02,-7.24E-01,3.89E-02,1.57E-01,-5.09E-01,3.93E-01,4.21E-01,-2.91E-01,5.76E-01,6.61E-01
-1.04E+00,-8.29E-01,-1.98E-01,-8.64E-01,-4.78E-01,5.42E-02,-7.12E-01,2.69E-01,2.87E-01,-5.36E-01,5.45E-01,4.80E-01,-3.30E-01,6.58E-01,6.89E-01
